donor	stratum	population	family	fold	cohort	cram
NA19397	AFR	LWK	NA19397	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239747/NA19397.final.cram
NA19399	AFR	LWK	NA19399	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239748/NA19399.final.cram
NA19403	AFR	LWK	NA19403	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239750/NA19403.final.cram
NA19404	AFR	LWK	NA19404	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239751/NA19404.final.cram
NA19428	AFR	LWK	NA19428	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239752/NA19428.final.cram
NA19429	AFR	LWK	NA19429	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239753/NA19429.final.cram
NA19430	AFR	LWK	NA19430	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239754/NA19430.final.cram
NA19431	AFR	LWK	NA19431	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239755/NA19431.final.cram
NA19434	AFR	LWK	LWK003	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239756/NA19434.final.cram
NA19435	AFR	LWK	NA19435	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239757/NA19435.final.cram
NA19436	AFR	LWK	NA19436	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239758/NA19436.final.cram
NA19437	AFR	LWK	NA19437	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239759/NA19437.final.cram
NA19438	AFR	LWK	NA19438	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239760/NA19438.final.cram
NA19439	AFR	LWK	NA19439	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239761/NA19439.final.cram
NA19440	AFR	LWK	NA19440	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239762/NA19440.final.cram
NA19445	AFR	LWK	LWK004	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239764/NA19445.final.cram
NA19446	AFR	LWK	NA19446	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239765/NA19446.final.cram
NA19448	AFR	LWK	NA19448	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239766/NA19448.final.cram
NA19449	AFR	LWK	NA19449	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239767/NA19449.final.cram
NA19451	AFR	LWK	NA19451	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239768/NA19451.final.cram
NA19452	AFR	LWK	NA19452	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239769/NA19452.final.cram
NA19455	AFR	LWK	NA19455	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239771/NA19455.final.cram
NA19456	AFR	LWK	NA19456	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239772/NA19456.final.cram
NA19457	AFR	LWK	NA19457	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239773/NA19457.final.cram
NA19462	AFR	LWK	NA19462	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239775/NA19462.final.cram
NA19463	AFR	LWK	NA19463	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239776/NA19463.final.cram
NA19466	AFR	LWK	NA19466	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239777/NA19466.final.cram
NA19467	AFR	LWK	NA19467	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239778/NA19467.final.cram
NA19471	AFR	LWK	NA19471	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239780/NA19471.final.cram
NA19472	AFR	LWK	NA19472	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239781/NA19472.final.cram
NA19473	AFR	LWK	NA19473	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239782/NA19473.final.cram
NA19474	AFR	LWK	NA19474	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239783/NA19474.final.cram
NA19625	AFR	ASW	2357	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239893/NA19625.final.cram
NA19648	AMR	MXL	m001	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239894/NA19648.final.cram
NA19649	AMR	MXL	m001	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239895/NA19649.final.cram
NA19650	AMR	MXL	m001	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989413/NA19650.final.cram
NA19651	AMR	MXL	m005	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239896/NA19651.final.cram
NA19652	AMR	MXL	m005	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239897/NA19652.final.cram
NA19653	AMR	MXL	m005	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989414/NA19653.final.cram
NA19654	AMR	MXL	m006	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239898/NA19654.final.cram
NA19655	AMR	MXL	m006	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239899/NA19655.final.cram
NA19656	AMR	MXL	m006	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989415/NA19656.final.cram
NA19657	AMR	MXL	m007	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239900/NA19657.final.cram
NA19658	AMR	MXL	m007	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239901/NA19658.final.cram
NA19659	AMR	MXL	m007	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989416/NA19659.final.cram
NA19660	AMR	MXL	m008	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989417/NA19660.final.cram
NA19661	AMR	MXL	m008	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239902/NA19661.final.cram
NA19662	AMR	MXL	m008	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989418/NA19662.final.cram
NA19663	AMR	MXL	m012	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239903/NA19663.final.cram
NA19664	AMR	MXL	m012	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239904/NA19664.final.cram
NA19665	AMR	MXL	m012	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989419/NA19665.final.cram
NA19669	AMR	MXL	m002	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239905/NA19669.final.cram
NA19670	AMR	MXL	m002	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239906/NA19670.final.cram
NA19671	AMR	MXL	m002	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989420/NA19671.final.cram
NA19675	AMR	MXL	m004	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989421/NA19675.final.cram
NA19676	AMR	MXL	m004	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239907/NA19676.final.cram
NA19677	AMR	MXL	m004	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989422/NA19677.final.cram
NA19678	AMR	MXL	m009	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239908/NA19678.final.cram
NA19679	AMR	MXL	m009	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239909/NA19679.final.cram
NA19680	AMR	MXL	m009	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989423/NA19680.final.cram
NA19684	AMR	MXL	m011	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239912/NA19684.final.cram
NA19685	AMR	MXL	m011	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989425/NA19685.final.cram
NA19686	AMR	MXL	m011	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989426/NA19686.final.cram
NA19703	AFR	ASW	2368	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239915/NA19703.final.cram
NA19704	AFR	ASW	2368	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239916/NA19704.final.cram
NA19705	AFR	ASW	2368	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989428/NA19705.final.cram
NA19707	AFR	ASW	2369	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239917/NA19707.final.cram
NA19711	AFR	ASW	2371	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239918/NA19711.final.cram
NA19712	AFR	ASW	2371	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239919/NA19712.final.cram
NA19713	AFR	ASW	2436	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239920/NA19713.final.cram
NA19716	AMR	MXL	m014	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239921/NA19716.final.cram
NA19717	AMR	MXL	m014	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239922/NA19717.final.cram
NA19718	AMR	MXL	m014	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989429/NA19718.final.cram
NA19719	AMR	MXL	m015	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239923/NA19719.final.cram
NA19720	AMR	MXL	m015	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239924/NA19720.final.cram
NA19721	AMR	MXL	m015	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989430/NA19721.final.cram
NA19722	AMR	MXL	m016	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239925/NA19722.final.cram
NA19723	AMR	MXL	m016	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239926/NA19723.final.cram
NA19724	AMR	MXL	m016	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989431/NA19724.final.cram
NA19725	AMR	MXL	m017	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239927/NA19725.final.cram
NA19726	AMR	MXL	m017	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239928/NA19726.final.cram
NA19727	AMR	MXL	m017	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989432/NA19727.final.cram
NA19728	AMR	MXL	m018	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239929/NA19728.final.cram
NA19729	AMR	MXL	m018	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239930/NA19729.final.cram
NA19730	AMR	MXL	m018	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989433/NA19730.final.cram
NA19731	AMR	MXL	m019	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239931/NA19731.final.cram
NA19732	AMR	MXL	m019	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239932/NA19732.final.cram
NA19733	AMR	MXL	m019	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989434/NA19733.final.cram
NA19746	AMR	MXL	m023	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239933/NA19746.final.cram
NA19747	AMR	MXL	m023	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239934/NA19747.final.cram
NA19748	AMR	MXL	m023	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989435/NA19748.final.cram
NA19749	AMR	MXL	m024	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239935/NA19749.final.cram
NA19750	AMR	MXL	m024	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239936/NA19750.final.cram
NA19751	AMR	MXL	m024	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989436/NA19751.final.cram
NA19755	AMR	MXL	m026	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239937/NA19755.final.cram
NA19756	AMR	MXL	m026	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239938/NA19756.final.cram
NA19757	AMR	MXL	m026	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989437/NA19757.final.cram
NA19758	AMR	MXL	m027	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239939/NA19758.final.cram
NA19759	AMR	MXL	m027	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239940/NA19759.final.cram
NA19760	AMR	MXL	m027	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989438/NA19760.final.cram
NA19761	AMR	MXL	m028	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239941/NA19761.final.cram
NA19762	AMR	MXL	m028	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239942/NA19762.final.cram
NA19763	AMR	MXL	m028	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989439/NA19763.final.cram
NA19770	AMR	MXL	m031	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239943/NA19770.final.cram
NA19771	AMR	MXL	m031	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239944/NA19771.final.cram
NA19772	AMR	MXL	m031	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989440/NA19772.final.cram
NA19773	AMR	MXL	m033	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239945/NA19773.final.cram
NA19774	AMR	MXL	m033	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239946/NA19774.final.cram
NA19775	AMR	MXL	m033	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989441/NA19775.final.cram
NA19780	AMR	MXL	m035	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239950/NA19780.final.cram
NA19781	AMR	MXL	m035	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989443/NA19781.final.cram
NA19782	AMR	MXL	m036	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239951/NA19782.final.cram
NA19783	AMR	MXL	m036	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239952/NA19783.final.cram
NA19784	AMR	MXL	m036	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989444/NA19784.final.cram
NA19785	AMR	MXL	m032	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239953/NA19785.final.cram
NA19786	AMR	MXL	m032	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239954/NA19786.final.cram
NA19787	AMR	MXL	m032	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989445/NA19787.final.cram
NA19788	AMR	MXL	m037	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239955/NA19788.final.cram
NA19789	AMR	MXL	m037	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239956/NA19789.final.cram
NA19790	AMR	MXL	m037	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989446/NA19790.final.cram
NA19794	AMR	MXL	m039	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239957/NA19794.final.cram
NA19795	AMR	MXL	m039	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239958/NA19795.final.cram
NA19796	AMR	MXL	m039	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989447/NA19796.final.cram
NA19818	AFR	ASW	2418	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239959/NA19818.final.cram
NA19819	AFR	ASW	2418	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239960/NA19819.final.cram
NA19828	AFR	ASW	2418	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989448/NA19828.final.cram
NA19900	AFR	ASW	2425	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239963/NA19900.final.cram
NA19901	AFR	ASW	2425	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239964/NA19901.final.cram
NA19902	AFR	ASW	2425	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989450/NA19902.final.cram
NA19904	AFR	ASW	2426	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239965/NA19904.final.cram
NA19914	AFR	ASW	2430	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239968/NA19914.final.cram
NA19916	AFR	ASW	2431	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239969/NA19916.final.cram
NA19917	AFR	ASW	2431	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239970/NA19917.final.cram
NA19918	AFR	ASW	2431	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989451/NA19918.final.cram
NA19982	AFR	ASW	2436	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239973/NA19982.final.cram
NA19983	AFR	ASW	2436	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989454/NA19983.final.cram
NA20126	AFR	ASW	2446	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239974/NA20126.final.cram
NA20127	AFR	ASW	2446	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239975/NA20127.final.cram
NA20128	AFR	ASW	2446	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989455/NA20128.final.cram
NA20276	AFR	ASW	2466	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239976/NA20276.final.cram
NA20278	AFR	ASW	2467	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239977/NA20278.final.cram
NA20279	AFR	ASW	2467	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989457/NA20279.final.cram
NA20281	AFR	ASW	2469a	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239978/NA20281.final.cram
NA20287	AFR	ASW	2470	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239980/NA20287.final.cram
NA20289	AFR	ASW	2471	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239981/NA20289.final.cram
NA20291	AFR	ASW	2472	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239982/NA20291.final.cram
NA20294	AFR	ASW	2474	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239983/NA20294.final.cram
NA20296	AFR	ASW	2475	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239984/NA20296.final.cram
NA20299	AFR	ASW	2476	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239985/NA20299.final.cram
NA20314	AFR	ASW	2479	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239986/NA20314.final.cram
NA20317	AFR	ASW	2480	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239987/NA20317.final.cram
NA20332	AFR	ASW	2483	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239988/NA20332.final.cram
NA20334	AFR	ASW	2484	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239989/NA20334.final.cram
NA20340	AFR	ASW	2487	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239990/NA20340.final.cram
NA20342	AFR	ASW	2488	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239991/NA20342.final.cram
NA20348	AFR	ASW	2491	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239993/NA20348.final.cram
NA20356	AFR	ASW	2494	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239994/NA20356.final.cram
NA20357	AFR	ASW	2494	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239995/NA20357.final.cram
NA20358	AFR	ASW	2494	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989458/NA20358.final.cram
NA20359	AFR	ASW	2495	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239996/NA20359.final.cram
NA20502	EUR	TSI	NA20502	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239785/NA20502.final.cram
NA20504	EUR	TSI	NA20504	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239787/NA20504.final.cram
NA20505	EUR	TSI	NA20505	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239788/NA20505.final.cram
NA20506	EUR	TSI	NA20506	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239789/NA20506.final.cram
NA20508	EUR	TSI	NA20508	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239791/NA20508.final.cram
NA20509	EUR	TSI	NA20509	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239792/NA20509.final.cram
NA20510	EUR	TSI	NA20510	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239793/NA20510.final.cram
NA20512	EUR	TSI	NA20512	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239795/NA20512.final.cram
NA20515	EUR	TSI	NA20515	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239798/NA20515.final.cram
NA20516	EUR	TSI	NA20516	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239799/NA20516.final.cram
NA20517	EUR	TSI	NA20517	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239800/NA20517.final.cram
NA20518	EUR	TSI	NA20518	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239801/NA20518.final.cram
NA20519	EUR	TSI	NA20519	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239802/NA20519.final.cram
NA20520	EUR	TSI	NA20520	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239803/NA20520.final.cram
NA20521	EUR	TSI	NA20521	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239804/NA20521.final.cram
NA20522	EUR	TSI	NA20522	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239805/NA20522.final.cram
