locus	haplotype	hap_id	gene	strand	clipped	gene_start0	gene_end0	cds
HLA-A	HIFI032591D.1	HIFI032591D#1	A	+	0	5500	9017	5800-5873,6003-6273,6514-6790,7390-7666,7765-7882,8320-8353,8495-8543,8712-8717
HLA-A	HIFI032591D.2	HIFI032591D#2	A	+	0	5773	8716	5789-5862,5992-6262,6503-6779,7358-7634,7736-7853,8295-8328,8470-8518,8686-8691
HLA-A	HIFI032604D.1	HIFI032604D#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HIFI032604D.2	HIFI032604D#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HIFI032607D.1	HIFI032607D#1	A	+	0	5487	8990	5787-5860,5990-6260,6501-6777,7356-7632,7734-7851,8293-8326,8468-8516,8685-8690
HLA-A	HIFI032607D.2	HIFI032607D#2	A	+	0	5492	8994	5792-5865,5995-6265,6506-6782,7360-7636,7738-7855,8297-8330,8472-8520,8689-8694
HLA-A	HIFI032662D.1	HIFI032662D#1	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	HIFI032662D.2	HIFI032662D#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HIFI032668D.1	HIFI032668D#1	A	+	0	5487	8990	5787-5860,5990-6260,6501-6777,7356-7632,7734-7851,8293-8326,8468-8516,8685-8690
HLA-A	HIFI032668D.2	HIFI032668D#2	A	+	0	5490	8992	5790-5863,5993-6263,6504-6780,7359-7635,7737-7854,8296-8329,8471-8519,8687-8692
HLA-A	HIFI032682D.1	HIFI032682D#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HIFI032682D.2	HIFI032682D#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HIFI032685D.1	HIFI032685D#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HIFI032685D.2	HIFI032685D#2	A	+	0	5494	6791	5790-5863,5993-6263,6504-6780
HLA-A	HIFI032692D.1	HIFI032692D#1	A	+	0	5793	8743	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HIFI032692D.2	HIFI032692D#2	A	+	0	5487	8990	5787-5860,5990-6260,6501-6777,7356-7632,7734-7851,8293-8326,8468-8516,8685-8690
HLA-A	HIFI032693D.1	HIFI032693D#1	A	+	0	5683	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HIFI032693D.2	HIFI032693D#2	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	HIFI032698D.1	HIFI032698D#1	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	HIFI032698D.2	HIFI032698D#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HIFI032706D.1	HIFI032706D#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HIFI032706D.2	HIFI032706D#2	A	+	0	5504	9021	5804-5877,6007-6277,6518-6794,7394-7670,7769-7886,8324-8357,8499-8547,8716-8721
HLA-A	HIFI032711D.1	HIFI032711D#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HIFI032711D.2	HIFI032711D#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HIFI032731D.1	HIFI032731D#1	A	+	0	5491	8994	5791-5864,5994-6264,6505-6781,7360-7636,7738-7855,8297-8330,8472-8520,8689-8694
HLA-A	HIFI032731D.2	HIFI032731D#2	A	+	0	5491	8992	5791-5864,5994-6264,6505-6781,7360-7636,7738-7855,8297-8330,8472-8520,8689-8694
HLA-A	RY01.1	RY01#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	RY01.2	RY01#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	RY02.1	RY02#1	A	+	0	5502	9019	5802-5875,6005-6275,6516-6792,7392-7668,7767-7884,8322-8355,8497-8545,8714-8719
HLA-A	RY02.2	RY02#2	A	+	0	5502	9019	5802-5875,6005-6275,6516-6792,7392-7668,7767-7884,8322-8355,8497-8545,8714-8719
HLA-A	RY03.1	RY03#1	A	+	0	5487	8990	5787-5860,5990-6260,6501-6777,7356-7632,7734-7851,8293-8326,8468-8516,8685-8690
HLA-A	RY03.2	RY03#2	A	+	0	5787	8721	5793-5866,5996-6266,6507-6783,7362-7638,7740-7857,8299-8332,8474-8522,8691-8696
HLA-A	RY04.1	RY04#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	RY04.2	RY04#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	RY05.1	RY05#1	A	+	0	5500	9017	5800-5873,6003-6273,6514-6790,7390-7666,7765-7882,8320-8353,8495-8543,8712-8717
HLA-A	RY05.2	RY05#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	RY06.1	RY06#1	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	RY06.2	RY06#2	A	+	0	5500	9017	5800-5873,6003-6273,6514-6790,7390-7666,7765-7882,8320-8353,8495-8543,8712-8717
HLA-A	RY07.1	RY07#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	RY07.2	RY07#2	A	+	0	5502	9019	5802-5875,6005-6275,6516-6792,7392-7668,7767-7884,8322-8355,8497-8545,8714-8719
HLA-A	RY08.1	RY08#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	RY08.2	RY08#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	RY09.1	RY09#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	RY09.2	RY09#2	A	+	0	5487	8990	5787-5860,5990-6260,6501-6777,7356-7632,7734-7851,8293-8326,8468-8516,8685-8690
HLA-A	RY10.1	RY10#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	RY10.2	RY10#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	RY11.1	RY11#1	A	+	0	5488	6789	5788-5861,5991-6261,6502-6778
HLA-A	RY11.2	RY11#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG00408.1	HG00408#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG00408.2	HG00408#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG00423.1	HG00423#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG00423.2	HG00423#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG00438.1	HG00438#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG00438.2	HG00438#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG005.1	HG005#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG005.2	HG005#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG00544.1	HG00544#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG00544.2	HG00544#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG00558.1	HG00558#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG00558.2	HG00558#2	A	+	0	5496	8999	5796-5869,5999-6269,6510-6786,7365-7641,7743-7860,8302-8335,8477-8525,8694-8699
HLA-A	HG00597.1	HG00597#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG00597.2	HG00597#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG00609.1	HG00609#1	A	+	0	5508	9025	5808-5881,6011-6281,6522-6798,7398-7674,7773-7890,8328-8361,8503-8551,8720-8725
HLA-A	HG00609.2	HG00609#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG00621.1	HG00621#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG00621.2	HG00621#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG00658.1	HG00658#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG00658.2	HG00658#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG00673.1	HG00673#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG00673.2	HG00673#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG00706.1	HG00706#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG00706.2	HG00706#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02015.1	HG02015#1	A	+	0	5492	8994	5792-5865,5995-6265,6506-6782,7360-7636,7738-7855,8297-8330,8472-8520,8689-8694
HLA-A	HG02015.2	HG02015#2	A	+	0	5493	9011	5793-5866,5995-6265,6506-6782,7382-7658,7757-7874,8314-8347,8489-8537,8706-8711
HLA-A	HG02027.1	HG02027#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02027.2	HG02027#2	A	+	0	5500	9017	5800-5873,6003-6273,6514-6790,7390-7666,7765-7882,8320-8353,8495-8543,8712-8717
HLA-A	HG02040.1	HG02040#1	A	+	0	5502	9020	5802-5875,6004-6274,6515-6791,7391-7667,7766-7883,8323-8356,8498-8546,8715-8720
HLA-A	HG02040.2	HG02040#2	A	+	0	5500	9017	5800-5873,6003-6273,6514-6790,7390-7666,7765-7882,8320-8353,8495-8543,8712-8717
HLA-A	HG02056.1	HG02056#1	A	+	0	5493	9011	5793-5866,5995-6265,6506-6782,7382-7658,7757-7874,8314-8347,8489-8537,8706-8711
HLA-A	HG02056.2	HG02056#2	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	HG02071.1	HG02071#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG02071.2	HG02071#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG02074.1	HG02074#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG02074.2	HG02074#2	A	+	0	5492	8792	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02080.1	HG02080#1	A	+	0	5493	9011	5793-5866,5995-6265,6506-6782,7382-7658,7757-7874,8314-8347,8489-8537,8706-8711
HLA-A	HG02080.2	HG02080#2	A	+	0	5496	8999	5796-5869,5999-6269,6510-6786,7365-7641,7743-7860,8302-8335,8477-8525,8694-8699
HLA-A	HG02083.1	HG02083#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02083.2	HG02083#2	A	+	0	5496	8999	5796-5869,5999-6269,6510-6786,7365-7641,7743-7860,8302-8335,8477-8525,8694-8699
HLA-A	HG02129.1	HG02129#1	A	+	0	5493	9011	5793-5866,5995-6265,6506-6782,7382-7658,7757-7874,8314-8347,8489-8537,8706-8711
HLA-A	HG02129.2	HG02129#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG02132.1	HG02132#1	A	+	0	5507	9024	5807-5880,6010-6280,6521-6797,7397-7673,7772-7889,8327-8360,8502-8550,8719-8724
HLA-A	HG02132.2	HG02132#2	A	+	0	5502	9020	5802-5875,6004-6274,6515-6791,7391-7667,7766-7883,8323-8356,8498-8546,8715-8720
HLA-A	HG02135.1	HG02135#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG02135.2	HG02135#2	A	+	0	5500	9017	5800-5873,6003-6273,6514-6790,7390-7666,7765-7882,8320-8353,8495-8543,8712-8717
HLA-A	HG02155.1	HG02155#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02155.2	HG02155#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG02165.1	HG02165#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02165.2	HG02165#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	HG02178.1	HG02178#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02178.2	HG02178#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02391.1	HG02391#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02391.2	HG02391#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02392.1	HG02392#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02392.2	HG02392#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG02514.1	HG02514#1	A	+	0	5493	9011	5793-5866,5995-6265,6506-6782,7382-7658,7757-7874,8314-8347,8489-8537,8706-8711
HLA-A	HG02514.2	HG02514#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02523.1	HG02523#1	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	HG02523.2	HG02523#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	NA18565.1	NA18565#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18565.2	NA18565#2	A	+	0	5493	8996	5793-5866,5996-6266,6507-6783,7362-7638,7740-7857,8299-8332,8474-8522,8691-8696
HLA-A	NA18570.1	NA18570#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	NA18570.2	NA18570#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	NA18608.1	NA18608#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18608.2	NA18608#2	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	NA18620.1	NA18620#1	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	NA18620.2	NA18620#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	NA18747.1	NA18747#1	A	+	0	5500	9017	5800-5873,6003-6273,6514-6790,7390-7666,7765-7882,8320-8353,8495-8543,8712-8717
HLA-A	NA18747.2	NA18747#2	A	+	0	5496	8999	5796-5869,5999-6269,6510-6786,7365-7641,7743-7860,8302-8335,8477-8525,8694-8699
HLA-A	NA18940.1	NA18940#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18940.2	NA18940#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18943.1	NA18943#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	NA18943.2	NA18943#2	A	+	0	5500	9017	5800-5873,6003-6273,6514-6790,7390-7666,7765-7882,8320-8353,8495-8543,8712-8717
HLA-A	NA18944.1	NA18944#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	NA18944.2	NA18944#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18945.1	NA18945#1	A	+	0	5492	9010	5792-5865,5994-6264,6505-6781,7381-7657,7756-7873,8313-8346,8488-8536,8705-8710
HLA-A	NA18945.2	NA18945#2	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	NA18948.1	NA18948#1	A	+	0	5487	8990	5787-5860,5990-6260,6501-6777,7356-7632,7734-7851,8293-8326,8468-8516,8685-8690
HLA-A	NA18948.2	NA18948#2	A	+	0	5507	9024	5807-5880,6010-6280,6521-6797,7397-7673,7772-7889,8327-8360,8502-8550,8719-8724
HLA-A	NA18952.1	NA18952#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18952.2	NA18952#2	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	NA18959.1	NA18959#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18959.2	NA18959#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	NA18960.1	NA18960#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18960.2	NA18960#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18967.1	NA18967#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18967.2	NA18967#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18970.1	NA18970#1	A	+	0	5508	9025	5808-5881,6011-6281,6522-6798,7398-7674,7773-7890,8328-8361,8503-8551,8720-8725
HLA-A	NA18970.2	NA18970#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18971.1	NA18971#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18971.2	NA18971#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	NA18974.1	NA18974#1	A	+	0	5507	9024	5807-5880,6010-6280,6521-6797,7397-7673,7772-7889,8327-8360,8502-8550,8719-8724
HLA-A	NA18974.2	NA18974#2	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	NA18976.1	NA18976#1	A	+	0	5493	9011	5793-5866,5995-6265,6506-6782,7382-7658,7757-7874,8314-8347,8489-8537,8706-8711
HLA-A	NA18976.2	NA18976#2	A	+	0	5493	9011	5793-5866,5995-6265,6506-6782,7382-7658,7757-7874,8314-8347,8489-8537,8706-8711
HLA-A	NA18982.1	NA18982#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18982.2	NA18982#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	NA18983.1	NA18983#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	NA18983.2	NA18983#2	A	+	0	5492	8995	5792-5865,5995-6265,6506-6782,7361-7637,7739-7856,8298-8331,8473-8521,8690-8695
HLA-A	NA19087.1	NA19087#1	A	+	0	5501	9018	5801-5874,6004-6274,6515-6791,7391-7667,7766-7883,8321-8354,8496-8544,8713-8718
HLA-A	NA19087.2	NA19087#2	A	+	0	5493	9011	5793-5866,5995-6265,6506-6782,7382-7658,7757-7874,8314-8347,8489-8537,8706-8711
HLA-A	hg002.1	hg002#1	A	+	0	5508	9025	5808-5881,6011-6281,6522-6798,7398-7674,7773-7890,8328-8361,8503-8551,8720-8725
HLA-A	hg002.2	hg002#2	A	+	0	5496	8999	5796-5869,5999-6269,6510-6786,7365-7641,7743-7860,8302-8335,8477-8525,8694-8699
HLA-A	HG00097.1	HG00097#1	A	+	0	5492	8994	5792-5865,5995-6265,6506-6782,7360-7636,7738-7855,8297-8330,8472-8520,8689-8694
HLA-A	HG00097.2	HG00097#2	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG00099.1	HG00099#1	A	+	0	5493	9010	5793-5866,5996-6266,6507-6783,7383-7659,7758-7875,8313-8346,8488-8536,8705-8710
HLA-A	HG00099.2	HG00099#2	A	+	0	5496	8999	5796-5869,5999-6269,6510-6786,7365-7641,7743-7860,8302-8335,8477-8525,8694-8699
HLA-A	HG00126.1	HG00126#1	A	+	0	5488	8990	5788-5861,5991-6261,6502-6778,7357-7633,7735-7852,8294-8327,8469-8517,8685-8690
HLA-A	HG00126.2	HG00126#2	A	+	0	5501	9019	5801-5874,6003-6273,6514-6790,7390-7666,7765-7882,8322-8355,8497-8545,8714-8719
HLA-A	HG00128.1	HG00128#1	A	+	0	5500	9017	5800-5873,6003-6273,6514-6790,7390-7666,7765-7882,8320-8353,8495-8543,8712-8717
HLA-A	HG00128.2	HG00128#2	A	+	0	5500	9017	5800-5873,6003-6273,6514-6790,7390-7666,7765-7882,8320-8353,8495-8543,8712-8717
HLA-A	HG00133.1	HG00133#1	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	HG00133.2	HG00133#2	A	+	0	5503	9020	5803-5876,6006-6276,6517-6793,7393-7669,7768-7885,8323-8356,8498-8546,8715-8720
HLA-A	HG00140.1	HG00140#1	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
HLA-A	HG00140.2	HG00140#2	A	+	0	5496	8999	5796-5869,5999-6269,6510-6786,7365-7641,7743-7860,8302-8335,8477-8525,8694-8699
HLA-A	HG00146.1	HG00146#1	A	+	0	5496	8999	5796-5869,5999-6269,6510-6786,7365-7641,7743-7860,8302-8335,8477-8525,8694-8699
HLA-A	HG00146.2	HG00146#2	A	+	0	5508	9025	5808-5881,6011-6281,6522-6798,7398-7674,7773-7890,8328-8361,8503-8551,8720-8725
HLA-A	HG00232.1	HG00232#1	A	+	0	5492	8994	5792-5865,5995-6265,6506-6782,7360-7636,7738-7855,8297-8330,8472-8520,8689-8694
HLA-A	HG00232.2	HG00232#2	A	+	0	5492	8994	5792-5865,5995-6265,6506-6782,7360-7636,7738-7855,8297-8330,8472-8520,8689-8694
HLA-A	HG00235.1	HG00235#1	A	+	0	5493	9010	5793-5866,5996-6266,6507-6783,7383-7659,7758-7875,8313-8346,8488-8536,8705-8710
HLA-A	HG00235.2	HG00235#2	A	+	0	5508	9025	5808-5881,6011-6281,6522-6798,7398-7674,7773-7890,8328-8361,8503-8551,8720-8725
HLA-A	HG00253.1	HG00253#1	A	+	0	5508	9025	5808-5881,6011-6281,6522-6798,7398-7674,7773-7890,8328-8361,8503-8551,8720-8725
HLA-A	HG00253.2	HG00253#2	A	+	0	5496	8999	5796-5869,5999-6269,6510-6786,7365-7641,7743-7860,8302-8335,8477-8525,8694-8699
HLA-A	HG00272.1	HG00272#1	A	+	0	5494	9012	5794-5867,5996-6266,6507-6783,7383-7659,7758-7875,8315-8348,8490-8538,8707-8712
